Title,Type,Question_Text,Question_Label,Answer_Text,Number_Times_Answer_Selected,Number_Times_Question_Answered,Question_ID,Answer_ID
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall thermal comfort in the building?</span></p>",Thermal Comfort 1,A. Satisfied,41,42,1416412,4753709
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall thermal comfort in the building?</span></p>",Thermal Comfort 1,B. Neutral,1,42,1416412,4753710
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall thermal comfort in the building?</span></p>",Thermal Comfort 1,C. Unsatisfied,0,42,1416412,4753711
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the temperature in your space/office in summer?</span></p>",Thermal Comfort 2,A. Satisfied,41,42,1416413,4753712
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the temperature in your space/office in summer?</span></p>",Thermal Comfort 2,B. Neutral,1,42,1416413,4753713
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the temperature in your space/office in summer?</span></p>",Thermal Comfort 2,C. Unsatisfied,0,42,1416413,4753714
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the temperature in your space/office in winter?<br /></span></p>",Thermal Comfort 3,A. Satisfied,40,41,1416414,4753715
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the temperature in your space/office in winter?<br /></span></p>",Thermal Comfort 3,B. Neutral,1,41,1416414,4753716
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the temperature in your space/office in winter?<br /></span></p>",Thermal Comfort 3,C. Unsatisfied,0,41,1416414,4753717
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""text-decoration: underline; font-size: 18px;""><strong><span style=""color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the humidity in your space/office?</span></p>",Thermal Comfort 4,A. Satisfied,39,41,1416415,4753718
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""text-decoration: underline; font-size: 18px;""><strong><span style=""color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the humidity in your space/office?</span></p>",Thermal Comfort 4,B. Neutral,2,41,1416415,4753719
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""text-decoration: underline; font-size: 18px;""><strong><span style=""color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the humidity in your space/office?</span></p>",Thermal Comfort 4,C. Unsatisfied,0,41,1416415,4753720
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with draft/airflow from the AC Units where you are located?</span></p>",Thermal Comfort 5,A. Satisfied,41,41,1416416,4753721
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with draft/airflow from the AC Units where you are located?</span></p>",Thermal Comfort 5,B. Neutral,0,41,1416416,4753722
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">THERMAL COMFORT:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with draft/airflow from the AC Units where you are located?</span></p>",Thermal Comfort 5,C. Unsatisfied,0,41,1416416,4753723
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall air quality in the building?</span></p>",Air Quality 1,A. Satisfied,39,41,1416417,4753724
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall air quality in the building?</span></p>",Air Quality 1,B. Neutral,1,41,1416417,4753725
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall air quality in the building?</span></p>",Air Quality 1,C. Unsatisfied,1,41,1416417,4753726
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""text-decoration: underline; font-size: 18px;""><strong><span style=""color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the air quality in your space/office?</span></p>",Air Quality 2,A. Satisfied,40,41,1416418,4753727
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""text-decoration: underline; font-size: 18px;""><strong><span style=""color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the air quality in your space/office?</span></p>",Air Quality 2,B. Neutral,1,41,1416418,4753728
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""text-decoration: underline; font-size: 18px;""><strong><span style=""color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the air quality in your space/office?</span></p>",Air Quality 2,C. Unsatisfied,0,41,1416418,4753729
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with air freshness in your space/office?</span></p>",Air Quality 3,A. Satisfied,40,41,1416419,4753730
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with air freshness in your space/office?</span></p>",Air Quality 3,B. Neutral,1,41,1416419,4753731
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with air freshness in your space/office?</span></p>",Air Quality 3,C. Unsatisfied,0,41,1416419,4753732
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with dust in air at your space/office?</span></p>",Air Quality 4,A. Satisfied,40,41,1416420,4753733
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with dust in air at your space/office?</span></p>",Air Quality 4,B. Neutral,1,41,1416420,4753734
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with dust in air at your space/office?</span></p>",Air Quality 4,C. Unsatisfied,0,41,1416420,4753735
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with odors in your space/office (paint/ coatings/ chemicals… etc.)?</span></p>",Air Quality 5,A. Satisfied,40,41,1416421,4753736
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with odors in your space/office (paint/ coatings/ chemicals… etc.)?</span></p>",Air Quality 5,B. Neutral,1,41,1416421,4753737
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with odors in your space/office (paint/ coatings/ chemicals… etc.)?</span></p>",Air Quality 5,C. Unsatisfied,0,41,1416421,4753738
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall quality of artificial lighting in the building?</span></p>",Lighting 1,A. Satisified,40,41,1416422,4753739
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall quality of artificial lighting in the building?</span></p>",Lighting 1,B. Neutral,1,41,1416422,4753740
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall quality of artificial lighting in the building?</span></p>",Lighting 1,C. Unsatisfied,0,41,1416422,4753741
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the quality of artificial lighting in your space/office?</span></p>",Lighting 2,A. Satisfied,40,41,1416423,4753742
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the quality of artificial lighting in your space/office?</span></p>",Lighting 2,B. Neutral,1,41,1416423,4753743
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the quality of artificial lighting in your space/office?</span></p>",Lighting 2,C. Unsatisfied,0,41,1416423,4753744
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the arrangement of light fixtures relative to furniture layouts?</span></p>",Lighting 3,A. Satisfied,41,41,1416424,4753745
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the arrangement of light fixtures relative to furniture layouts?</span></p>",Lighting 3,B. Neutral,0,41,1416424,4753746
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the arrangement of light fixtures relative to furniture layouts?</span></p>",Lighting 3,C. Unsatisfied,0,41,1416424,4753747
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the color quality produced by the artificial lighting?</span></p>",Lighting 4,A. Satisfied,40,41,1416425,4753748
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the color quality produced by the artificial lighting?</span></p>",Lighting 4,B. Neutral,1,41,1416425,4753749
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the color quality produced by the artificial lighting?</span></p>",Lighting 4,C. Unsatisfied,0,41,1416425,4753750
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall daylighting levels in the building?</span></p>",Daylight & Views 1,A. Satisfied,41,41,1416426,4753751
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall daylighting levels in the building?</span></p>",Daylight & Views 1,"B. Neutral
",0,41,1416426,4753752
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall daylighting levels in the building?</span></p>",Daylight & Views 1,C. Unsatisfied,0,41,1416426,4753753
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you have access to daylight? If no; skip to question no 19.</span></p>",Daylight & Views 2,A. Yes,34,41,1416427,4753754
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you have access to daylight? If no; skip to question no 19.</span></p>",Daylight & Views 2,B. No,7,41,1416427,4753755
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall daylighting levels in your space/office?</span></p>",Daylight & Views 3,A. Satisfied,39,40,1416428,4753756
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall daylighting levels in your space/office?</span></p>",Daylight & Views 3,B. Neutral,1,40,1416428,4753757
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall daylighting levels in your space/office?</span></p>",Daylight & Views 3,C. Unsatisfied,0,40,1416428,4753758
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with glare control measures for daylighting?</span></p>",Daylight & Views 4,A. Satisfied,40,40,1416429,4753759
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with glare control measures for daylighting?</span></p>",Daylight & Views 4,B. Neutral,0,40,1416429,4753760
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with glare control measures for daylighting?</span></p>",Daylight & Views 4,C. Unsatisfied,0,40,1416429,4753761
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you have access to internal or external views? If no; skip to question no 21.</span></p>",Daylight & Views 5,A. Yes,33,40,1416430,4753762
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you have access to internal or external views? If no; skip to question no 21.</span></p>",Daylight & Views 5,B. No,7,40,1416430,4753763
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with access to internal views (atrium/ internal courtyard or indoor points of interest and planting) or external views in your space?</span></p>",Daylight & Views 6,A. Satisfied,39,40,1416431,4753764
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with access to internal views (atrium/ internal courtyard or indoor points of interest and planting) or external views in your space?</span></p>",Daylight & Views 6,B. Neutral,1,40,1416431,4753765
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with access to internal views (atrium/ internal courtyard or indoor points of interest and planting) or external views in your space?</span></p>",Daylight & Views 6,C. Unsatisfied,0,40,1416431,4753766
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall acoustic (noise) conditions in the building?&nbsp;</span></p>",Acoustics 1,A. Satisfied,37,39,1416432,4753767
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall acoustic (noise) conditions in the building?&nbsp;</span></p>",Acoustics 1,B. Neutral,2,39,1416432,4753768
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall acoustic (noise) conditions in the building?&nbsp;</span></p>",Acoustics 1,C. Unsatisfied,0,39,1416432,4753769
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the acoustic conditions in your space/office?</span></p>",Acoustics 2,A. Satisfied,39,39,1416433,4753770
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the acoustic conditions in your space/office?</span></p>",Acoustics 2,B. Neutral,0,39,1416433,4753771
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the acoustic conditions in your space/office?</span></p>",Acoustics 2,C. Unsatisfied,0,39,1416433,4753772
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the background noise generated from HVAC equipment or any other sources?</span></p>",Acoustics 3,A. Satisfied,39,39,1416434,4753773
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the background noise generated from HVAC equipment or any other sources?</span></p>",Acoustics 3,B. Neutral,0,39,1416434,4753774
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the background noise generated from HVAC equipment or any other sources?</span></p>",Acoustics 3,C. Unsatisfied,0,39,1416434,4753775
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with any acoustic control measures in your space (workstation screens/ sound absorption panels/ …etc.)?</span></p>",Acoustics 4,A. Satisfied,37,38,1416435,4753776
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with any acoustic control measures in your space (workstation screens/ sound absorption panels/ …etc.)?</span></p>",Acoustics 4,B. Neutral,1,38,1416435,4753777
Indoor Environment - Occupant Survey: QF-Headquarter (QFHQ) 2015 Building (RC-1),Survey,"<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with any acoustic control measures in your space (workstation screens/ sound absorption panels/ …etc.)?</span></p>",Acoustics 4,C. Unsatisfied,0,38,1416435,4753778
